ra,dec,total,score,avg
17.0,60.0,5.0,203.0,40.6
17.0,61.0,6.0,204.0,34.0
17.0,62.0,10.0,406.0,40.6
17.0,63.0,7.0,106.0,15.142857142857142
17.0,64.0,10.0,505.0,50.5
17.0,65.0,11.0,407.0,37.0
17.0,66.0,11.0,308.0,28.0
17.0,67.0,10.0,208.0,20.8
17.0,68.0,7.0,106.0,15.142857142857142
17.0,69.0,6.0,105.0,17.5
17.0,70.0,7.0,313.0,44.714285714285715
17.0,71.0,10.0,406.0,40.6
17.0,72.0,9.0,306.0,34.0
17.0,73.0,13.0,616.0,47.38461538461539
17.0,74.0,8.0,305.0,38.125
17.0,75.0,6.0,204.0,34.0
17.0,76.0,7.0,106.0,15.142857142857142
17.0,77.0,9.0,306.0,34.0
17.0,78.0,8.0,206.0,25.75
17.0,79.0,4.0,103.0,25.75
17.0,80.0,8.0,404.0,50.5
17.0,81.0,6.0,204.0,34.0
17.0,82.0,8.0,305.0,38.125
17.0,83.0,7.0,304.0,43.42857142857143
17.0,84.0,8.0,404.0,50.5
17.0,85.0,5.0,5.0,1.0
17.0,86.0,4.0,301.0,75.25
17.0,87.0,6.0,204.0,34.0
17.0,88.0,2.0,2.0,1.0
17.0,89.0,3.0,201.0,67.0
17.0,90.0,4.0,202.0,50.5
17.0,91.0,5.0,203.0,40.6
17.0,92.0,1.0,1.0,1.0
17.0,93.0,1.0,100.0,100.0
17.0,94.0,5.0,104.0,20.8
17.0,95.0,2.0,200.0,100.0
17.0,96.0,3.0,102.0,34.0
17.0,97.0,2.0,2.0,1.0
17.0,98.0,1.0,100.0,100.0
17.0,99.0,2.0,101.0,50.5
18,0,0,0,0
18.0,1.0,1.0,1.0,1.0
18.0,2.0,2.0,101.0,50.5
18.0,3.0,3.0,201.0,67.0
18,4,0,0,0
18.0,5.0,1.0,1.0,1.0
18.0,6.0,1.0,100.0,100.0
18.0,7.0,1.0,100.0,100.0
18,8,0,0,0
18,9,0,0,0
18.0,10.0,1.0,1.0,1.0
18,11,0,0,0
18.0,12.0,4.0,4.0,1.0
18.0,13.0,2.0,2.0,1.0
18.0,14.0,4.0,4.0,1.0
18.0,15.0,2.0,2.0,1.0
18,16,0,0,0
18.0,17.0,1.0,1.0,1.0
18,18,0,0,0
18.0,19.0,1.0,100.0,100.0
18.0,20.0,2.0,101.0,50.5
18.0,21.0,2.0,2.0,1.0
18.0,22.0,2.0,101.0,50.5
18.0,23.0,2.0,200.0,100.0
18.0,24.0,2.0,2.0,1.0
18.0,25.0,3.0,102.0,34.0
18,26,0,0,0
18.0,27.0,2.0,101.0,50.5
18.0,28.0,1.0,1.0,1.0
18.0,29.0,2.0,2.0,1.0
18.0,30.0,3.0,3.0,1.0
18.0,31.0,2.0,101.0,50.5
18.0,32.0,2.0,2.0,1.0
18.0,33.0,1.0,100.0,100.0
18.0,34.0,2.0,2.0,1.0
18.0,35.0,5.0,203.0,40.6
18.0,36.0,3.0,102.0,34.0
18.0,37.0,2.0,101.0,50.5
18.0,38.0,2.0,200.0,100.0
18.0,39.0,5.0,401.0,80.2
18.0,40.0,5.0,203.0,40.6
18.0,41.0,2.0,2.0,1.0
18.0,42.0,2.0,101.0,50.5
18.0,43.0,5.0,302.0,60.4
18.0,44.0,4.0,202.0,50.5
18.0,45.0,3.0,201.0,67.0
18.0,46.0,1.0,100.0,100.0
18.0,47.0,4.0,4.0,1.0
18.0,48.0,3.0,3.0,1.0
18.0,49.0,5.0,401.0,80.2
18.0,50.0,6.0,105.0,17.5
18.0,51.0,4.0,4.0,1.0
18.0,52.0,5.0,5.0,1.0
18.0,53.0,9.0,504.0,56.0
18.0,54.0,8.0,305.0,38.125
18.0,55.0,6.0,303.0,50.5
18.0,56.0,4.0,103.0,25.75
18.0,57.0,4.0,202.0,50.5
18.0,58.0,8.0,503.0,62.875
18.0,59.0,5.0,104.0,20.8
18.0,60.0,5.0,203.0,40.6
18.0,61.0,10.0,406.0,40.6
18.0,62.0,7.0,403.0,57.57142857142857
18.0,63.0,5.0,104.0,20.8
18.0,64.0,6.0,6.0,1.0
18.0,65.0,8.0,206.0,25.75
18.0,66.0,6.0,204.0,34.0
18.0,67.0,11.0,209.0,19.0
18.0,68.0,5.0,203.0,40.6
18.0,69.0,4.0,202.0,50.5
18.0,70.0,6.0,6.0,1.0
18.0,71.0,14.0,410.0,29.285714285714285
18.0,72.0,8.0,206.0,25.75
18.0,73.0,6.0,402.0,67.0
18.0,74.0,6.0,303.0,50.5
18.0,75.0,8.0,404.0,50.5
18.0,76.0,10.0,505.0,50.5
18.0,77.0,6.0,501.0,83.5
18.0,78.0,7.0,304.0,43.42857142857143
18.0,79.0,9.0,405.0,45.0
18.0,80.0,3.0,210.0,70.0
18.0,81.0,6.0,204.0,34.0
18.0,82.0,5.0,203.0,40.6
18.0,83.0,6.0,204.0,34.0
18.0,84.0,5.0,203.0,40.6
18.0,85.0,2.0,2.0,1.0
18.0,86.0,5.0,104.0,20.8
18.0,87.0,2.0,200.0,100.0
18.0,88.0,5.0,5.0,1.0
18.0,89.0,3.0,3.0,1.0
18.0,90.0,5.0,5.0,1.0
18.0,91.0,2.0,200.0,100.0
18.0,92.0,2.0,101.0,50.5
18.0,93.0,2.0,101.0,50.5
18.0,94.0,4.0,103.0,25.75
18.0,95.0,2.0,101.0,50.5
18.0,96.0,4.0,103.0,25.75
18.0,97.0,3.0,300.0,100.0
18.0,98.0,5.0,104.0,20.8
18.0,99.0,1.0,1.0,1.0
19.0,0.0,1.0,1.0,1.0
19.0,1.0,1.0,1.0,1.0
19.0,2.0,1.0,1.0,1.0
19,3,0,0,0
19.0,4.0,2.0,2.0,1.0
19.0,5.0,1.0,100.0,100.0
19,6,0,0,0
19,7,0,0,0
19,8,0,0,0
19.0,9.0,2.0,2.0,1.0
19,10,0,0,0
19.0,11.0,1.0,100.0,100.0
19.0,12.0,2.0,2.0,1.0
19,13,0,0,0
19,14,0,0,0
19.0,15.0,3.0,3.0,1.0
19.0,16.0,2.0,101.0,50.5
19.0,17.0,1.0,1.0,1.0
19.0,18.0,1.0,1.0,1.0
19.0,19.0,2.0,2.0,1.0
19.0,20.0,2.0,2.0,1.0
19.0,21.0,1.0,100.0,100.0
19,22,0,0,0
19.0,23.0,1.0,1.0,1.0
19.0,24.0,1.0,1.0,1.0
19.0,25.0,1.0,1.0,1.0
19.0,26.0,2.0,101.0,50.5
19.0,27.0,1.0,1.0,1.0
19.0,28.0,2.0,2.0,1.0
19,29,0,0,0
19.0,30.0,2.0,101.0,50.5
19.0,31.0,5.0,104.0,20.8
19.0,32.0,5.0,104.0,20.8
19.0,33.0,4.0,4.0,1.0
19.0,34.0,2.0,200.0,100.0
19.0,35.0,2.0,101.0,50.5
19.0,36.0,2.0,101.0,50.5
19.0,37.0,2.0,2.0,1.0
19.0,38.0,4.0,4.0,1.0
19.0,39.0,2.0,101.0,50.5
19.0,40.0,2.0,200.0,100.0
19.0,41.0,4.0,202.0,50.5
19.0,42.0,3.0,102.0,34.0
19.0,43.0,3.0,102.0,34.0
19.0,44.0,4.0,103.0,25.75
19.0,45.0,5.0,203.0,40.6
19.0,46.0,3.0,102.0,34.0
19.0,47.0,4.0,4.0,1.0
19.0,48.0,1.0,100.0,100.0
19.0,49.0,2.0,101.0,50.5
19.0,50.0,5.0,104.0,20.8
19.0,51.0,6.0,204.0,34.0
19.0,52.0,9.0,405.0,45.0
19.0,53.0,7.0,313.0,44.714285714285715
19.0,54.0,8.0,305.0,38.125
19.0,55.0,3.0,102.0,34.0
19.0,56.0,8.0,107.0,13.375
19.0,57.0,6.0,204.0,34.0
19.0,58.0,9.0,306.0,34.0
19.0,59.0,5.0,203.0,40.6
19.0,60.0,7.0,304.0,43.42857142857143
19.0,61.0,8.0,404.0,50.5
19.0,62.0,9.0,207.0,23.0
19.0,63.0,11.0,506.0,46.0
19.0,64.0,11.0,308.0,28.0
19.0,65.0,8.0,305.0,38.125
19.0,66.0,12.0,309.0,25.75
19.0,67.0,6.0,303.0,50.5
19.0,68.0,7.0,304.0,43.42857142857143
19.0,69.0,11.0,605.0,55.0
